Subject Area Name,Subject Acronym,Class Number,Class Name
Musicology,MUSCLG ,163,Bach: Study of Selected Works
Musicology,MUSCLG ,164,Selected Topics in African American Popular Music of 1960s
Musicology,MUSCLG ,165,Blues and Individual Expression
Musicology,MUSCLG ,166,Medievalism and Music History
Musicology,MUSCLG ,168,Selected Topics on Beatles
Musicology,MUSCLG ,170,Beethoven: Study of Selected Works
Musicology,MUSCLG ,172,Selected Topics in Sacred Music
Musicology,MUSCLG ,M173,Selected Topics in Music and Religion in Popular Culture
Musicology,MUSCLG ,177,Selected Topics in Film and Music
Musicology,MUSCLG ,CM181,Forensic Musicology
Musicology,MUSCLG ,184A,Capstone Seminar in Music History and Industry I: Developing Project/Connections
Musicology,MUSCLG ,184B,Capstone Seminar in Music History and Industry: Creating Project/Internship
Musicology,MUSCLG ,184C,Capstone Seminar in Music History and Industry: Presenting Project/Report
Musicology,MUSCLG ,185,Selected Topics in Rock and Roll
Musicology,MUSCLG ,CM186,Music Industry
Musicology,MUSCLG ,187A,Capstone Seminar I: Developing the Project
Musicology,MUSCLG ,187B,Capstone Seminar II: Creating the Project
Musicology,MUSCLG ,187C,Capstone Seminar III: Presenting the Project
Musicology,MUSCLG ,188,Special Courses in Music History
Musicology,MUSCLG ,188SA,Individual Studies for USIE Facilitators
Musicology,MUSCLG ,188SB,Individual Studies for USIE Facilitators
Musicology,MUSCLG ,188SC,Individual Studies for USIE Facilitators
Musicology,MUSCLG ,189,Advanced Honors Seminars
Musicology,MUSCLG ,189HC,Honors Contracts
Musicology,MUSCLG ,190,Research Colloquia in Music History
Musicology,MUSCLG ,191A,Junior Variable Topics Research Seminars: History of Music--Middle Ages
Musicology,MUSCLG ,191B,Junior Variable Topics Research Seminars: History of Music--Renaissance
Musicology,MUSCLG ,191C,Junior Variable Topics Research Seminars: History of Music--Baroque
Musicology,MUSCLG ,191D,Junior Variable Topics Research Seminars: History of Music--Classic
Musicology,MUSCLG ,191E,Junior Variable Topics Research Seminars: History of Music--Romantic
Musicology,MUSCLG ,191F,Junior Variable Topics Research Seminars: History of Music--20th Century
Musicology,MUSCLG ,191G,Junior Variable Topics Research Seminars: History of Music--Other Topics
Musicology,MUSCLG ,191P,Junior Variable Topics Seminars: History of Music--Performance Practice
Musicology,MUSCLG ,193C,Music History Journal Club Seminars for Majors
Musicology,MUSCLG ,193D,Music History Performance/Analysis Seminars for Majors
Musicology,MUSCLG ,195,Community Internships in Music
Musicology,MUSCLG ,197,Individual Studies in Music History
Musicology,MUSCLG ,198,Honors Research in Music History
Musicology,MUSCLG ,199,Directed Research in Music History
Musicology,MUSCLG ,200A,Introduction to Music Scholarship
Musicology,MUSCLG ,200B,"Critical, Cultural, and Social Theory"
Musicology,MUSCLG ,200C,"Music Aesthetics, Analysis, and Philosophy"
Musicology,MUSCLG ,M201,Repertory and Analysis
Musicology,MUSCLG ,245,Seminar: Analytical/Repertoire Topics
Musicology,MUSCLG ,246,Audit Seminar: Analytical/Repertoire Topics
Musicology,MUSCLG ,248,Seminar: Special Topics in Musicology
Musicology,MUSCLG ,250,Seminar: Theoretical Topics
Musicology,MUSCLG ,251,Audit Seminar: Theoretical Topics
Musicology,MUSCLG ,255,Seminar: Historical Topics
Musicology,MUSCLG ,256,Audit Seminar: Historical Topics
Musicology,MUSCLG ,259,Audit Seminar: Mapping Sonic Urban Geography of Los Angeles in 1940s
Musicology,MUSCLG ,260,Mapping Sonic Urban Geography of Los Angeles in 1940s
Musicology,MUSCLG ,261,Topics in Performance Practice
Musicology,MUSCLG ,C281,Forensic Musicology
Musicology,MUSCLG ,CM288,Music Industry
Musicology,MUSCLG ,291,Teaching Western Musical Canon
Musicology,MUSCLG ,296,Research Topics in Musicology
Musicology,MUSCLG ,298,Seminar: Research Methods
Musicology,MUSCLG ,299,Dissertation Research Colloquium
Musicology,MUSCLG ,375,Teaching Apprentice Practicum
Musicology,MUSCLG ,C490T,Early Music Ensemble
Musicology,MUSCLG ,495,Introductory Practicum for Teaching Apprentices in Musicology
Musicology,MUSCLG ,596,Directed Individual Studies in Musicology
Musicology,MUSCLG ,597,Preparation for MA Comprehensive Examination or PhD Qualifying Examinations
Musicology,MUSCLG ,599,Guidance of PhD Dissertation
Naval Science,NAV SCI ,Z,Naval Science Laboratory
Naval Science,NAV SCI ,1A,Introduction to Naval Science  
Naval Science,NAV SCI ,1B,Naval Ship Systems I
Naval Science,NAV SCI ,19,Fiat Lux Freshman Seminars
Naval Science,NAV SCI ,20A,Naval Ship Systems II  
Naval Science,NAV SCI ,20B,Seapower and Maritime Affairs  
Naval Science,NAV SCI ,101A,Navigation
Naval Science,NAV SCI ,101B,Naval Operations and Seamanship
Naval Science,NAV SCI ,102B,Leadership and Management
Naval Science,NAV SCI ,102C,Leadership and Ethics
Naval Science,NAV SCI ,103,Evolution of Warfare  
Naval Science,NAV SCI ,104,Fundamentals of Maneuver Warfare
Naval Science,NAV SCI ,197,Individual Studies in Naval Science
Neuroscience,NEUROSC ,10,Brain Made Simple: Neuroscience for 21st Century
Neuroscience,NEUROSC ,17,Science of Music
Neuroscience,NEUROSC ,19,Fiat Lux Freshman Seminars
Neuroscience,NEUROSC ,20,Introduction to Neuroscience Methods: Art and Science of Studying Brain
Neuroscience,NEUROSC ,88S,Exploration of Neuroscience Fiction and Fact
Neuroscience,NEUROSC ,89,Honors Seminars
Neuroscience,NEUROSC ,89HC,Honors Contracts
Neuroscience,NEUROSC ,99,Student Research Program
Neuroscience,NEUROSC ,M101A,Neuroscience: From Molecules to Mind--Cellular and Systems Neuroscience
Neuroscience,NEUROSC ,M101B,Neuroscience: From Molecules to Mind--Molecular and Developmental Neuroscience
Neuroscience,NEUROSC ,M101C,Neuroscience: From Molecules to Mind--Behavioral and Cognitive Neuroscience
Neuroscience,NEUROSC ,101L,Neuroscience Laboratory
Neuroscience,NEUROSC ,102,Introduction to Functional Anatomy of Central Nervous System
Neuroscience,NEUROSC ,M119L,Human Neuropsychology
Neuroscience,NEUROSC ,M119N,Visual System
Neuroscience,NEUROSC ,CM123,Neurobiology of Sleep
Neuroscience,NEUROSC ,M135,Dynamical Systems Modeling of Physiological Processes
Neuroscience,NEUROSC ,M145,Neural Mechanisms Controlling Movement
Neuroscience,NEUROSC ,150,Biotechnology in Neuroscience
Neuroscience,NEUROSC ,M161,Personal Brain Management
Neuroscience,NEUROSC ,M170,"Music, Mind, and Brain"
Neuroscience,NEUROSC ,C172,Neuroimaging and Brain Mapping
Neuroscience,NEUROSC ,M176,Auditory Neuroscience of Speech Perception and Vocal Communication
Neuroscience,NEUROSC ,C177,Drugs of Abuse: Translational Neurobiology
Neuroscience,NEUROSC ,178,Human Electroencephalography and Evoked Potentials in Research and Clinical Diagnosis
Neuroscience,NEUROSC ,179,Clinical Neuroscience: New Concepts in Neurological Disorders
Neuroscience,NEUROSC ,180,"Genetic, Molecular, and Genomic Approaches to Neural Development and Disease"
Neuroscience,NEUROSC ,181,Cellular and Molecular Mechanisms of Learning and Memory
Neuroscience,NEUROSC ,182,Pharmacology of Drugs of Abuse
Neuroscience,NEUROSC ,186,"Neural Stem Cells: Biology, Diseases, and Therapies"
Neuroscience,NEUROSC ,M187,Neurobiology of Bias and Discrimination
Neuroscience,NEUROSC ,188SA,Individual Studies for USIE Facilitators
Neuroscience,NEUROSC ,188SB,Individual Studies for USIE Facilitators
Neuroscience,NEUROSC ,188SC,Individual Studies for USIE Facilitators
Neuroscience,NEUROSC ,189,Advanced Honors Seminars
Neuroscience,NEUROSC ,189HC,Honors Contracts
Neuroscience,NEUROSC ,191A,Variable Topics Research Seminars: Neuroscience--Behavioral and Cognitive Neuroscience
Neuroscience,NEUROSC ,191B,Variable Topics Research Seminars: Neuroscience--Systems and Integrative Neuroscience
Neuroscience,NEUROSC ,191C,"Variable Topics Research Seminars: Neuroscience--Molecular, Cell, and Developmental Neuroscience"
Neuroscience,NEUROSC ,191H,Honors Seminars: Neuroscience
Neuroscience,NEUROSC ,192A,Practicum in Neuroanatomy for Undergraduate Assistants
Neuroscience,NEUROSC ,192B,Project Brainstorm: Neuroscience K-12 Outreach
Neuroscience,NEUROSC ,192BX,Project Brainstorm: Neuroscience K-12 Outreach
Neuroscience,NEUROSC ,192CX,Drug Abuse and Society: Conveying Concepts to High School Students
Neuroscience,NEUROSC ,193,Journal Club Seminars: Current Research in Brain Development and Regeneration
Neuroscience,NEUROSC ,198A,Honors Research in Neuroscience
Neuroscience,NEUROSC ,198B,Honors Research in Neuroscience
Neuroscience,NEUROSC ,199A,Directed Research in Neuroscience
Neuroscience,NEUROSC ,199B,Directed Research in Neuroscience
Neuroscience,NEUROSC ,199C,Continued Directed Research in Neuroscience
Near Eastern Languages,NR EAST ,19,Fiat Lux Freshman Seminars
Near Eastern Languages,NR EAST ,M20,Visible Language: Study of Writing
Near Eastern Languages,NR EAST ,65,Global Time Travel
Near Eastern Languages,NR EAST ,89,Honors Seminars
Near Eastern Languages,NR EAST ,89HC,Honors Contracts
Near Eastern Languages,NR EAST ,99,Student Research Program
Near Eastern Languages,NR EAST ,CM114,Teaching and Learning of Heritage Languages
Near Eastern Languages,NR EAST ,189,Advanced Honors Seminars
Near Eastern Languages,NR EAST ,189HC,Honors Contracts
Near Eastern Languages,NR EAST ,CM214,Teaching and Learning of Heritage Languages
